,City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
69615,Redlands,CA,Sphere,2017-03-12,20:00,Domingo,12,3
69616,Hot Springs National Park,AR,Other,2017-03-12,19:57,Domingo,12,3
69617,Tacoma,WA,Circle,2017-03-12,19:45,Domingo,12,3
69618,Hot Springs National Park,AR,Formation,2017-03-12,19:45,Domingo,12,3
69619,Paw Paw,MI,Light,2017-03-12,19:30,Domingo,12,3
69620,Boaz,AL,Unknown,2017-03-12,18:20,Domingo,12,3
69621,Chapmanville,WV,Light,2017-03-12,18:00,Domingo,12,3
69622,Elk Grove,CA,Sphere,2017-03-12,08:10,Domingo,12,3
69623,Elk Grove,CA,Sphere,2017-03-12,08:10,Domingo,12,3
69624,Columbus,MS,Sphere,2017-03-12,03:15,Domingo,12,3
69625,Detroit,MI,Flash,2017-03-12,00:00,Domingo,12,3
69626,Atlanta,GA,Light,2017-03-11,23:15,Sábado,11,3
69627,Lewis center,OH,Fireball,2017-03-11,22:00,Sábado,11,3
69628,Virginia Beach,VA,Fireball,2017-03-11,21:41,Sábado,11,3
69630,Camp Hill,PA,Unknown,2017-03-11,21:00,Sábado,11,3
69631,Casa Grande,AZ,Circle,2017-03-11,20:55,Sábado,11,3
69632,Concord,NC,Light,2017-03-11,20:00,Sábado,11,3
69633,Oley,PA,Circle,2017-03-11,19:50,Sábado,11,3
69634,Lavallette,NJ,Other,2017-03-11,18:00,Sábado,11,3
69635,Lavallette,NJ,Other,2017-03-11,18:00,Sábado,11,3
69636,Mt. Airy,NC,Cigar,2017-03-11,06:00,Sábado,11,3
69637,Wausau,WI,Cigar,2017-03-11,05:00,Sábado,11,3
69638,Frisco,TX,Oval,2017-03-10,23:00,Sexta-feira,10,3
69639,Belpit,KS,Other,2017-03-10,22:00,Sexta-feira,10,3
69641,Corona,CA,Light,2017-03-10,21:45,Sexta-feira,10,3
69642,Grand Terrace,CA,Unknown,2017-03-10,20:45,Sexta-feira,10,3
69643,Clarksville,TN,Other,2017-03-10,20:30,Sexta-feira,10,3
69644,Clarksville,TN,Cigar,2017-03-10,20:30,Sexta-feira,10,3
69646,Des Moines,WA,Light,2017-03-10,19:15,Sexta-feira,10,3
69647,Alexandria,IN,Circle,2017-03-10,08:00,Sexta-feira,10,3
69648,Battle Creek,MI,Light,2017-03-10,05:55,Sexta-feira,10,3
69649,Newton,KS,Triangle,2017-03-10,00:30,Sexta-feira,10,3
69650,Bellevue,WA,Unknown,2017-03-09,00:00,Quinta-feira,9,3
69652,Phoenix,AZ,Formation,2017-03-09,21:25,Quinta-feira,9,3
69653,Valley Center,CA,Circle,2017-03-09,21:00,Quinta-feira,9,3
69654,Jackson,MS,Cigar,2017-03-09,20:49,Quinta-feira,9,3
69655,St. Louis,MO,Light,2017-03-09,20:30,Quinta-feira,9,3
69656,Port Saint Lucie,FL,Triangle,2017-03-09,20:00,Quinta-feira,9,3
69657,LaFayette,IL,Light,2017-03-09,19:45,Quinta-feira,9,3
69658,Las Vegas,NV,Light,2017-03-09,19:37,Quinta-feira,9,3
69660,Albany,OR,Light,2017-03-09,19:00,Quinta-feira,9,3
69662,Clinton,MD,Other,2017-03-09,15:30,Quinta-feira,9,3
69663,Leonardtown,MD,Circle,2017-03-09,15:15,Quinta-feira,9,3
69664,Saint Joseph,MO,Sphere,2017-03-09,05:55,Quinta-feira,9,3
69665,Vestavia,AL,Oval,2017-03-09,03:12,Quinta-feira,9,3
69666,Melbourne,FL,Light,2017-03-09,01:00,Quinta-feira,9,3
69667,Lockwood,MO,Triangle,2017-03-08,23:30,Quarta-feira,8,3
69668,Belvidere,NJ,Disk,2017-03-08,21:30,Quarta-feira,8,3
69669,Piney Flats,TN,Circle,2017-03-08,20:00,Quarta-feira,8,3
69670,Gulf Shores,AL,Unknown,2017-03-08,19:45,Quarta-feira,8,3
69671,Riverdale,NJ,Circle,2017-03-08,18:30,Quarta-feira,8,3
69672,Ypsilanti,MI,Circle,2017-03-08,16:54,Quarta-feira,8,3
69673,Phoenix,AZ,Unknown,2017-03-08,02:00,Quarta-feira,8,3
69674,Gray Court,SC,Light,2017-03-08,00:30,Quarta-feira,8,3
69675,Gray Court,SC,Light,2017-03-08,00:30,Quarta-feira,8,3
69676,Princeton,IN,Light,2017-03-07,23:00,Terça-feira,7,3
69677,Adel,IA,Light,2017-03-07,22:00,Terça-feira,7,3
69679,San Angelo,TX,Triangle,2017-03-07,20:30,Terça-feira,7,3
69680,Summerville,SC,Sphere,2017-03-07,20:10,Terça-feira,7,3
69681,Lexington,KY,Oval,2017-03-07,20:00,Terça-feira,7,3
69682,Fort Worth,TX,Light,2017-03-07,19:00,Terça-feira,7,3
69683,Surry,VA,Disk,2017-03-07,13:00,Terça-feira,7,3
69684,Jamestown,CA,Fireball,2017-03-07,12:00,Terça-feira,7,3
69685,Elkton,MD,Rectangle,2017-03-06,22:00,Segunda-feira,6,3
69686,Wenatchee,WA,Light,2017-03-06,22:00,Segunda-feira,6,3
69688,Modesto,CA,Circle,2017-03-06,19:58,Segunda-feira,6,3
69690,Ft. Lauderdale,FL,Circle,2017-03-06,19:11,Segunda-feira,6,3
69691,Walker,LA,Triangle,2017-03-06,18:45,Segunda-feira,6,3
69693,Lisbon,ME,Fireball,2017-03-06,12:15,Segunda-feira,6,3
69694,Milford,CT,Disk,2017-03-06,04:15,Segunda-feira,6,3
69695,Nashua,NH,Circle,2017-03-05,23:05,Domingo,5,3
69696,Brookline,NH,Light,2017-03-05,22:28,Domingo,5,3
69697,Anchorage,AK,Circle,2017-03-05,20:29,Domingo,5,3
69700,Honeybrook,PA,Circle,2017-03-05,13:30,Domingo,5,3
69702,Wheeling,IL,Circle,2017-03-05,05:10,Domingo,5,3
69703,Upper Freehold Township,NJ,Other,2017-03-05,03:04,Domingo,5,3
69704,Pittsburgh,PA,Light,2017-03-04,23:00,Sábado,4,3
69705,Powell,TN,Circle,2017-03-04,22:31,Sábado,4,3
69706,Sioux Falls,SD,Sphere,2017-03-04,21:48,Sábado,4,3
69707,Absarokee,MT,Other,2017-03-04,21:00,Sábado,4,3
69708,Amelia Island,FL,Triangle,2017-03-04,20:30,Sábado,4,3
69710,Donaldsonville,GA,Light,2017-03-04,20:10,Sábado,4,3
69713,Kaukauna,WI,Light,2017-03-04,19:00,Sábado,4,3
69714,Lynchburg,VA,Fireball,2017-03-04,18:42,Sábado,4,3
69719,Soldotna,AK,Unknown,2017-03-04,04:00,Sábado,4,3
69720,Englewood,CO,Disk,2017-03-04,01:00,Sábado,4,3
69722,Fairbanks,AK,Sphere,2017-03-03,21:38,Sexta-feira,3,3
69723,Temecula,CA,Triangle,2017-03-03,21:00,Sexta-feira,3,3
69724,Blacksburg,VA,Light,2017-03-03,20:28,Sexta-feira,3,3
69726,Yuma,AZ,Oval,2017-03-03,19:36,Sexta-feira,3,3
69727,Longmont,CO,Light,2017-03-03,19:30,Sexta-feira,3,3
69728,Wilmington,DE,Fireball,2017-03-03,19:25,Sexta-feira,3,3
69729,Ridgecrest,CA,Unknown,2017-03-03,19:05,Sexta-feira,3,3
69730,Wetumpka,AL,Sphere,2017-03-03,17:30,Sexta-feira,3,3
69731,Anchorage,AK,Fireball,2017-03-03,08:15,Sexta-feira,3,3
69732,Index,WA,Formation,2017-03-03,06:10,Sexta-feira,3,3
69733,Fort Myers,FL,Light,2017-03-03,00:00,Sexta-feira,3,3
69734,Lake Conroe,TX,Light,2017-03-02,22:30,Quinta-feira,2,3
69735,Waco,TX,Triangle,2017-03-02,22:00,Quinta-feira,2,3
69736,Floodwood,MN,Oval,2017-03-02,21:45,Quinta-feira,2,3
69737,Springfield,MO,Triangle,2017-03-02,20:00,Quinta-feira,2,3
69739,Fayetteville,TN,Triangle,2017-03-02,05:00,Quinta-feira,2,3
69740,Santa Monica,CA,Light,2017-03-01,22:00,Quarta-feira,1,3
69741,Cloquet,MN,Triangle,2017-03-01,20:21,Quarta-feira,1,3
69742,Dodge City,KS,Circle,2017-03-01,20:00,Quarta-feira,1,3
69743,St. Clair,MI,Light,2017-03-01,20:00,Quarta-feira,1,3
69744,Kaukauna,WI,Light,2017-03-01,19:30,Quarta-feira,1,3
69745,Hamilton,OH,Circle,2017-03-01,18:45,Quarta-feira,1,3
69746,Ingram,TX,Flash,2017-03-01,18:30,Quarta-feira,1,3
69747,Islip Terrace,NY,Rectangle,2017-03-01,13:35,Quarta-feira,1,3
69748,Mountain City,TN,Triangle,2017-03-01,02:20,Quarta-feira,1,3
69749,Merced,CA,Circle,2017-03-01,00:00,Quarta-feira,1,3
69750,Peyton,CO,Formation,2017-04-30,22:00,Domingo,30,4
69752,Spring,TX,Circle,2017-04-30,22:00,Domingo,30,4
69753,Lupton,MI,Unknown,2017-04-30,21:00,Domingo,30,4
69754,Eatonton,GA,Light,2017-04-30,21:00,Domingo,30,4
69755,Ventura,CA,Other,2017-04-30,21:00,Domingo,30,4
69756,Belleville,IL,Triangle,2017-04-30,20:30,Domingo,30,4
69757,Pebble Beach,CA,Sphere,2017-04-30,18:00,Domingo,30,4
69759,Del Valle,TX,Circle,2017-04-30,05:00,Domingo,30,4
69763,Mansfield,MA,Light,2017-04-30,01:45,Domingo,30,4
69764,Wentzville,MO,Flash,2017-04-30,01:23,Domingo,30,4
69765,Eden Prairie,MN,Circle,2017-04-29,23:40,Sábado,29,4
69766,Minneapolis,MN,Circle,2017-04-29,23:20,Sábado,29,4
69767,Newport,MI,Light,2017-04-29,23:00,Sábado,29,4
69769,Edina,MN,Circle,2017-04-29,22:35,Sábado,29,4
69770,Medford,OR,Changing,2017-04-29,22:00,Sábado,29,4
69771,Eden Prairie,MN,Formation,2017-04-29,22:00,Sábado,29,4
69772,Sacramento,CA,Circle,2017-04-29,21:30,Sábado,29,4
69773,Chambersburg,PA,Disk,2017-04-29,21:00,Sábado,29,4
69774,Las Vegas,NV,Formation,2017-04-29,20:53,Sábado,29,4
69776,Coconut Creek,FL,Light,2017-04-29,20:10,Sábado,29,4
69777,Fords,NJ,Other,2017-04-29,19:05,Sábado,29,4
69779,Excelsior,MN,Circle,2017-04-29,11:30,Sábado,29,4
69780,Kealakekua,HI,Light,2017-04-29,03:00,Sábado,29,4
69781,Sturgeon Bay,WI,Light,2017-04-29,00:00,Sábado,29,4
69782,Demotte,IN,Other,2017-04-28,22:00,Sexta-feira,28,4
69783,Olympia,WA,Light,2017-04-28,21:00,Sexta-feira,28,4
69784,Burl County,NJ,Unknown,2017-04-28,21:00,Sexta-feira,28,4
69785,Franklin Park,IL,Unknown,2017-04-28,20:18,Sexta-feira,28,4
69786,New Brunswick,NJ,Disk,2017-04-28,10:30,Sexta-feira,28,4
69787,Germantown,MD,Circle,2017-04-28,05:45,Sexta-feira,28,4
69788,Temple hills,MD,Circle,2017-04-28,01:00,Sexta-feira,28,4
69789,Garden City,ID,Fireball,2017-04-28,01:00,Sexta-feira,28,4
69791,West Bend,WI,Unknown,2017-04-27,22:00,Quinta-feira,27,4
69792,Colorado Springs,CO,Circle,2017-04-27,21:00,Quinta-feira,27,4
69793,Miami,FL,Light,2017-04-27,20:45,Quinta-feira,27,4
69796,Tulsa,OK,Other,2017-04-27,11:00,Quinta-feira,27,4
69797,Tacoma,WA,Other,2017-04-27,10:51,Quinta-feira,27,4
69799,Albuquerque,NM,Changing,2017-04-27,05:20,Quinta-feira,27,4
69800,Mossyrock,WA,Unknown,2017-04-27,01:00,Quinta-feira,27,4
69801,Everett,WA,Circle,2017-04-26,23:20,Quarta-feira,26,4
69803,Bradenton,FL,Light,2017-04-26,22:29,Quarta-feira,26,4
69804,Beattyville,KY,Circle,2017-04-26,22:00,Quarta-feira,26,4
69806,Rochester,NY,Light,2017-04-26,21:00,Quarta-feira,26,4
69807,Indian Reservation on way to Barona Casino,CA,Other,2017-04-26,20:00,Quarta-feira,26,4
69808,North Charleston,SC,Other,2017-04-26,14:00,Quarta-feira,26,4
69809,Visalia,CA,Circle,2017-04-26,09:45,Quarta-feira,26,4
69810,Vienna,OH,Light,2017-04-26,04:07,Quarta-feira,26,4
69811,Cape Coral,FL,Other,2017-04-26,02:00,Quarta-feira,26,4
69813,Miami,FL,Other,2017-04-26,00:20,Quarta-feira,26,4
69814,Largo,FL,Changing,2017-04-26,00:00,Quarta-feira,26,4
69815,Santa Barbara,CA,Fireball,2017-04-26,00:00,Quarta-feira,26,4
69816,Seminole,FL,Unknown,2017-04-25,23:53,Terça-feira,25,4
69818,West Palm Beach,FL,Fireball,2017-04-25,23:52,Terça-feira,25,4
69819,Port Charlotte,FL,Circle,2017-04-25,23:50,Terça-feira,25,4
69821,Clearwater,FL,Light,2017-04-25,23:45,Terça-feira,25,4
69823,Ponca City,OK,Circle,2017-04-25,23:45,Terça-feira,25,4
69824,Apollo Beach,FL,Circle,2017-04-25,23:45,Terça-feira,25,4
69825,Jupiter,FL,Unknown,2017-04-25,23:00,Terça-feira,25,4
69826,Lexington,KY,Circle,2017-04-25,23:00,Terça-feira,25,4
69828,Rigby,ID,Light,2017-04-25,22:30,Terça-feira,25,4
69829,Nicassio,CA,Sphere,2017-04-25,22:27,Terça-feira,25,4
69830,Dallas,GA,Unknown,2017-04-25,21:30,Terça-feira,25,4
69831,Vance AFB,OK,Triangle,2017-04-25,21:15,Terça-feira,25,4
69832,Parsonsfield,ME,Light,2017-04-25,21:00,Terça-feira,25,4
69833,Bradenton,FL,Light,2017-04-25,20:40,Terça-feira,25,4
69834,Marietta,GA,Disk,2017-04-25,18:30,Terça-feira,25,4
69835,Orlando,FL,Sphere,2017-04-25,01:47,Terça-feira,25,4
69836,Dallas,TX,Triangle,2017-04-25,00:00,Terça-feira,25,4
69837,Sykesville,MD,Disk,2017-04-24,21:55,Segunda-feira,24,4
69839,Roseville,MN,Other,2017-04-24,20:45,Segunda-feira,24,4
69840,Fenton,MO,Changing,2017-04-24,12:00,Segunda-feira,24,4
69843,Huntington Beach,CA,Sphere,2017-04-23,23:25,Domingo,23,4
69845,Iota,LA,Light,2017-04-23,22:20,Domingo,23,4
69847,Chappell Hill,TX,Light,2017-04-23,21:30,Domingo,23,4
69848,Las Vegas,NV,Light,2017-04-23,21:15,Domingo,23,4
69849,Marysville,OH,Cigar,2017-04-23,20:15,Domingo,23,4
69850,Birmingham,AL,Oval,2017-04-23,19:00,Domingo,23,4
69852,Salt Point State Park,CA,Circle,2017-04-23,05:30,Domingo,23,4
69854,Napa,CA,Sphere,2017-04-23,00:50,Domingo,23,4
69855,Selah,WA,Light,2017-04-22,23:33,Sábado,22,4
69856,Lansing,MI,Triangle,2017-04-22,23:00,Sábado,22,4
69857,Goshen,IN,Oval,2017-04-22,22:00,Sábado,22,4
69858,Irmo,SC,Unknown,2017-04-22,21:34,Sábado,22,4
69859,Surprise,AZ,Unknown,2017-04-22,21:30,Sábado,22,4
69860,Bakersfield,CA,Light,2017-04-22,21:00,Sábado,22,4
69861,Des Moines,IA,Light,2017-04-22,20:40,Sábado,22,4
69862,Lake Forest,CA,Other,2017-04-22,20:08,Sábado,22,4
69863,Oneco,CT,Oval,2017-04-22,11:00,Sábado,22,4
69865,Midwest city,OK,Fireball,2017-04-21,23:00,Sexta-feira,21,4
69866,Brandon,FL,Light,2017-04-21,22:23,Sexta-feira,21,4
69869,Neenah,WI,Formation,2017-04-21,21:13,Sexta-feira,21,4
69870,Sanra Rosa,CA,Triangle,2017-04-21,21:13,Sexta-feira,21,4
69871,McKinleyville,CA,Formation,2017-04-21,21:04,Sexta-feira,21,4
69872,Stevenson Ranch,CA,Unknown,2017-04-21,21:00,Sexta-feira,21,4
69873,Lynn,IN,Disk,2017-04-21,14:45,Sexta-feira,21,4
69875,Hillsboro,OR,Other,2017-04-21,12:11,Sexta-feira,21,4
69876,Seattle,WA,Light,2017-04-21,03:09,Sexta-feira,21,4
69878,Hanging Rock,OH,Sphere,2017-04-21,00:05,Sexta-feira,21,4
69879,Olympia,WA,Fireball,2017-04-21,00:00,Sexta-feira,21,4
69880,Santa Rosa,CA,Unknown,2017-04-20,00:00,Quinta-feira,20,4
69881,Hartsville,SC,Fireball,2017-04-20,22:35,Quinta-feira,20,4
69882,Belgrade (Serbia),SC,Light,2017-04-20,22:00,Quinta-feira,20,4
69883,Surfside Beach,SC,Light,2017-04-20,22:00,Quinta-feira,20,4
69884,Petaluma,CA,Light,2017-04-20,21:30,Quinta-feira,20,4
69885,Thibodaux,LA,Oval,2017-04-20,21:00,Quinta-feira,20,4
69886,Columbia,MO,Sphere,2017-04-20,20:07,Quinta-feira,20,4
69887,Columbia,MO,Sphere,2017-04-20,19:55,Quinta-feira,20,4
69889,Palmyra,NJ,Other,2017-04-20,14:15,Quinta-feira,20,4
69890,Daytona Beach,FL,Sphere,2017-04-20,12:07,Quinta-feira,20,4
69891,Spokane,WA,Circle,2017-04-20,10:30,Quinta-feira,20,4
69892,Vashon,WA,Circle,2017-04-20,10:00,Quinta-feira,20,4
69893,Bridgeview,IL,Light,2017-04-20,04:56,Quinta-feira,20,4
69894,Kennett Square,PA,Unknown,2017-04-20,00:10,Quinta-feira,20,4
69895,Newton,AL,Triangle,2017-04-19,23:55,Quarta-feira,19,4
69896,Newton,AL,Triangle,2017-04-19,23:50,Quarta-feira,19,4
69897,Denver,CO,Light,2017-04-19,23:29,Quarta-feira,19,4
69899,North Myrtle Beach,SC,Light,2017-04-19,20:50,Quarta-feira,19,4
69900,Garden City,SC,Sphere,2017-04-19,20:50,Quarta-feira,19,4
69901,Surfside Beach,SC,Circle,2017-04-19,20:30,Quarta-feira,19,4
69903,Benton,TN,Triangle,2017-04-19,11:00,Quarta-feira,19,4
69905,Cape Girardeau,MO,Sphere,2017-04-19,08:16,Quarta-feira,19,4
69906,Garden City,SC,Changing,2017-04-19,02:53,Quarta-feira,19,4
69907,Holiday Island,AR,Light,2017-04-19,00:40,Quarta-feira,19,4
69908,Omaha,NE,Circle,2017-04-18,00:00,Terça-feira,18,4
69909,Long Beach,MS,Oval,2017-04-18,22:50,Terça-feira,18,4
69910,Uniontown/Kent,OH,Changing,2017-04-18,22:20,Terça-feira,18,4
69911,Smithfield,KY,Circle,2017-04-18,22:00,Terça-feira,18,4
69912,Willard,KY,Light,2017-04-18,22:00,Terça-feira,18,4
69913,Warren,RI,Triangle,2017-04-18,22:00,Terça-feira,18,4
69914,Warren,RI,Triangle,2017-04-18,22:00,Terça-feira,18,4
69915,Galena Park,TX,Light,2017-04-18,22:00,Terça-feira,18,4
69916,Cottage Grove & Madison,WI,Triangle,2017-04-18,21:45,Terça-feira,18,4
69917,Warminster,PA,Unknown,2017-04-18,21:32,Terça-feira,18,4
69919,Los Angeles,CA,Formation,2017-04-18,20:00,Terça-feira,18,4
69923,Los Angeles,CA,Triangle,2017-04-18,12:00,Terça-feira,18,4
69924,Louisville,KY,Light,2017-04-18,02:00,Terça-feira,18,4
69925,Sherman Oaks,CA,Triangle,2017-04-18,01:00,Terça-feira,18,4
69926,Tampa,FL,Light,2017-04-18,00:45,Terça-feira,18,4
69927,Columbia,SC,Unknown,2017-04-18,00:00,Terça-feira,18,4
69928,Grant,MI,Formation,2017-04-17,23:15,Segunda-feira,17,4
69929,Slidell,LA,Circle,2017-04-17,22:30,Segunda-feira,17,4
69930,Rockville,MD,Circle,2017-04-17,22:18,Segunda-feira,17,4
69931,Sugarland,TX,Sphere,2017-04-17,22:00,Segunda-feira,17,4
69932,Emmett,ID,Light,2017-04-17,22:00,Segunda-feira,17,4
69933,Portsmouth,OH,Light,2017-04-17,21:30,Segunda-feira,17,4
69935,Ricetown,KY,Light,2017-04-17,21:15,Segunda-feira,17,4
69936,South Bend,IN,Sphere,2017-04-17,21:00,Segunda-feira,17,4
69937,Seymour,IN,Circle,2017-04-17,20:50,Segunda-feira,17,4
69938,Gilbert,AZ,Cigar,2017-04-17,19:28,Segunda-feira,17,4
69939,Dover,DE,Unknown,2017-04-17,16:30,Segunda-feira,17,4
69940,Anaheim,CA,Fireball,2017-04-17,10:10,Segunda-feira,17,4
69941,Vallejo,CA,Unknown,2017-04-17,06:05,Segunda-feira,17,4
69942,Jefferson,GA,Light,2017-04-17,04:56,Segunda-feira,17,4
69943,Sylvester,GA,Light,2017-04-17,04:40,Segunda-feira,17,4
69944,Jasper,AL,Flash,2017-04-17,03:58,Segunda-feira,17,4
69945,Marysville,WA,Triangle,2017-04-17,01:00,Segunda-feira,17,4
69946,Fort Lee,NJ,Changing,2017-04-17,00:20,Segunda-feira,17,4
69947,Ardsley,PA,Cigar,2017-04-16,23:40,Domingo,16,4
69948,South Belot,WI,Fireball,2017-04-16,23:10,Domingo,16,4
69949,Big Timber,MT,Other,2017-04-16,22:30,Domingo,16,4
69950,Ricetown,KY,Flash,2017-04-16,22:04,Domingo,16,4
69952,Rock Island,WA,Fireball,2017-04-16,21:00,Domingo,16,4
69953,Taylorsville,UT,Circle,2017-04-16,21:00,Domingo,16,4
69954,Las Vegas,NV,Unknown,2017-04-16,21:00,Domingo,16,4
69955,Ronkonkoma,NY,Sphere,2017-04-16,20:33,Domingo,16,4
69956,Portland,OR,Oval,2017-04-16,20:30,Domingo,16,4
69958,Bolingbrook,IL,Formation,2017-04-16,20:00,Domingo,16,4
69959,Oceanside,CA,Light,2017-04-16,20:00,Domingo,16,4
69960,Los Angeles,CA,Other,2017-04-16,19:12,Domingo,16,4
69962,Arundel,ME,Flash,2017-04-16,10:22,Domingo,16,4
69963,Linden,NJ,Other,2017-04-16,07:15,Domingo,16,4
69964,Honolulu,HI,Circle,2017-04-16,00:38,Domingo,16,4
69965,Merrimack,NH,Light,2017-04-15,23:58,Sábado,15,4
69966,Dickinson (headed toward Galveston),TX,Light,2017-04-15,22:30,Sábado,15,4
69967,Eastaboga,AL,Light,2017-04-15,22:10,Sábado,15,4
69968,Boise,ID,Triangle,2017-04-15,21:30,Sábado,15,4
69969,Norman,OK,Light,2017-04-15,21:30,Sábado,15,4
69970,Boise,ID,Other,2017-04-15,21:00,Sábado,15,4
69971,Willowdale,PA,Sphere,2017-04-15,20:30,Sábado,15,4
69972,Newport News,VA,Fireball,2017-04-15,20:30,Sábado,15,4
69973,Dothan,AL,Light,2017-04-15,20:00,Sábado,15,4
69974,Lawrenceville,GA,Triangle,2017-04-15,20:00,Sábado,15,4
69976,North Myrtle Beach,SC,Triangle,2017-04-15,10:15,Sábado,15,4
69977,Needham,AR,Disk,2017-04-15,08:40,Sábado,15,4
69978,Almond,NC,Light,2017-04-15,01:00,Sábado,15,4
69979,Gordon,TX,Circle,2017-04-14,23:00,Sexta-feira,14,4
69981,Vancouver,WA,Circle,2017-04-14,22:50,Sexta-feira,14,4
69982,Monticello,IN,Light,2017-04-14,22:30,Sexta-feira,14,4
69983,Santa Maria,CA,Triangle,2017-04-14,22:20,Sexta-feira,14,4
69985,Grant,AL,Light,2017-04-14,22:00,Sexta-feira,14,4
69987,Malibu,CA,Changing,2017-04-14,21:50,Sexta-feira,14,4
69989,Poland,ME,Unknown,2017-04-14,20:41,Sexta-feira,14,4
69990,Albuquerque,NM,Light,2017-04-14,20:28,Sexta-feira,14,4
69991,Clearwater,FL,Unknown,2017-04-14,19:45,Sexta-feira,14,4
69992,Marne,MI,Sphere,2017-04-14,18:00,Sexta-feira,14,4
69993,Marne,MI,Sphere,2017-04-14,18:00,Sexta-feira,14,4
69994,Irvine/Costa Mesa (between),CA,Circle,2017-04-14,02:10,Sexta-feira,14,4
69995,Jackson,OH,Circle,2017-04-14,00:45,Sexta-feira,14,4
69996,Sawgrass area,FL,Circle,2017-04-13,23:28,Quinta-feira,13,4
69997,Wichita,KS,Flash,2017-04-13,23:23,Quinta-feira,13,4
69998,Clermont,FL,Sphere,2017-04-13,22:30,Quinta-feira,13,4
69999,Great Barrington,MA,Light,2017-04-13,22:00,Quinta-feira,13,4
70000,Sister Bay,WI,Light,2017-04-13,21:30,Quinta-feira,13,4
70001,Savanagh,GA,Sphere,2017-04-13,21:15,Quinta-feira,13,4
70002,Taneytown,MD,Oval,2017-04-13,21:00,Quinta-feira,13,4
70003,Plymouth,MA,Fireball,2017-04-13,20:30,Quinta-feira,13,4
70004,Monona,WI,Disk,2017-04-13,20:30,Quinta-feira,13,4
70005,Ronkonkoma,NY,Other,2017-04-13,18:20,Quinta-feira,13,4
70006,Sammamish,WA,Light,2017-04-13,17:00,Quinta-feira,13,4
70008,Marysville,WA,Fireball,2017-04-13,15:15,Quinta-feira,13,4
70009,Des Moines,IA,Circle,2017-04-13,08:30,Quinta-feira,13,4
70010,Franklin,GA,Light,2017-04-13,06:45,Quinta-feira,13,4
70011,Phoenix,AZ,Cigar,2017-04-13,00:00,Quinta-feira,13,4
70012,Springfield,VT,Sphere,2017-04-12,23:00,Quarta-feira,12,4
70013,Chino,CA,Light,2017-04-12,23:00,Quarta-feira,12,4
70016,Marietta,GA,Light,2017-04-12,22:00,Quarta-feira,12,4
70017,Mount Pleasant,SC,Disk,2017-04-12,22:00,Quarta-feira,12,4
70018,Frisco,TX,Triangle,2017-04-12,21:00,Quarta-feira,12,4
70019,Massapequa,NY,Circle,2017-04-12,21:00,Quarta-feira,12,4
70020,Surfside Beach,SC,Cigar,2017-04-12,20:52,Quarta-feira,12,4
70021,Norcross,GA,Light,2017-04-12,20:50,Quarta-feira,12,4
70022,Taylorsville,NC,Unknown,2017-04-12,20:45,Quarta-feira,12,4
70023,Pigeon Forge,TN,Circle,2017-04-12,20:44,Quarta-feira,12,4
70024,Conway,SC,Light,2017-04-12,20:40,Quarta-feira,12,4
70025,Beaufort,SC,Circle,2017-04-12,20:40,Quarta-feira,12,4
70026,Sylvester,GA,Flash,2017-04-12,20:15,Quarta-feira,12,4
70027,Asheboro,NC,Light,2017-04-12,20:00,Quarta-feira,12,4
70028,Murray,UT,Other,2017-04-12,20:00,Quarta-feira,12,4
70029,Rochelle,IL,Formation,2017-04-12,10:13,Quarta-feira,12,4
70030,Lincoln Park,NJ,Sphere,2017-04-12,04:00,Quarta-feira,12,4
70031,Woodbridge,NJ,Light,2017-04-12,03:45,Quarta-feira,12,4
70033,Harrisville,PA,Other,2017-04-12,01:00,Quarta-feira,12,4
70035,Ricetown,KY,Light,2017-04-11,23:25,Terça-feira,11,4
70036,Fayetteville,NC,Disk,2017-04-11,23:15,Terça-feira,11,4
70037,Snow Camp,NC,Disk,2017-04-11,22:30,Terça-feira,11,4
70038,Hartford,SD,Light,2017-04-11,22:00,Terça-feira,11,4
70040,Stem,NC,Formation,2017-04-11,21:07,Terça-feira,11,4
70042,Chandler,AZ,Light,2017-04-11,20:45,Terça-feira,11,4
70043,Clovis,CA,Light,2017-04-11,20:40,Terça-feira,11,4
70046,New Orleans,LA,Flash,2017-04-11,20:24,Terça-feira,11,4
70047,Hana,HI,Light,2017-04-11,20:20,Terça-feira,11,4
70048,Statesville,NC,Rectangle,2017-04-11,20:00,Terça-feira,11,4
70051,Phoenix,IL,Changing,2017-04-10,00:00,Segunda-feira,10,4
70053,Nashua,NH,Light,2017-04-10,23:00,Segunda-feira,10,4
70054,Calexico,CA,Formation,2017-04-10,22:00,Segunda-feira,10,4
70055,Davenport,WA,Light,2017-04-10,21:40,Segunda-feira,10,4
70056,Davenport,WA,Circle,2017-04-10,21:30,Segunda-feira,10,4
70057,Indio,CA,Circle,2017-04-10,21:15,Segunda-feira,10,4
70058,Mission Viejo,CA,Fireball,2017-04-10,21:06,Segunda-feira,10,4
70059,Whittier,CA,Fireball,2017-04-10,21:00,Segunda-feira,10,4
70060,Brawley,CA,Light,2017-04-10,21:00,Segunda-feira,10,4
70061,Austin,TX,Circle,2017-04-10,20:50,Segunda-feira,10,4
70062,Pacific Beach,CA,Fireball,2017-04-10,20:45,Segunda-feira,10,4
