,City,Shape,Quantidade
52130,Lake Arrowhead,Light,8.0
52135,Lake Arrowhead,Circle,8.0
52136,Lake Arrowhead,Light,8.0
52153,Sonoma,Formation,23.0
52156,Pacific Grove,Sphere,7.0
52164,San Marcos,,13.0
52192,Rohnert Park,Circle,20.0
52204,Healdsburg,Unknown,7.0
52206,El Cajon,Circle,49.0
52227,Santa Ana,Fireball,35.0
52229,El Cajon,Circle,49.0
52270,Moreno Valley,Other,25.0
52271,San Juan Capistrano,Rectangle,8.0
52272,Redlands,Formation,20.0
52278,Bakersfield,Cigar,63.0
52279,Lancaster,Light,28.0
52281,Mckittrick,Fireball,1.0
52300,Boulder Creek,,5.0
52305,San Diego,Cylinder,269.0
52318,El Cajon,Triangle,49.0
52341,Manteca,Sphere,15.0
52344,Montebello,Fireball,9.0
52358,Fallbrook,Fireball,11.0
52362,San Diego,Light,269.0
52373,El Cajon,Diamond,49.0
52375,San Francisco,Rectangle,122.0
52392,Apple Valley,Oval,16.0
52408,Ocean Beach,Cylinder,4.0
52415,Folsom,Triangle,17.0
52416,Big Pine,Flash,2.0
52417,West Hills,Teardrop,5.0
52421,Fontana,Cigar,23.0
52430,Rancho Cucamonga,Light,32.0
52432,San Francisco,Rectangle,122.0
52453,Santa Ysabel,Other,1.0
52474,Menifee,Unknown,20.0
52475,Woodland Hills,Cigar,15.0
52495,Ventura,Light,47.0
52516,San Marcos/Vista,Light,1.0
52517,Carlsbad,Disk,39.0
52519,Aliso Viejo,Fireball,11.0
52520,Escondido,Sphere,55.0
52522,Murrieta,Light,23.0
52525,Oceanside,Changing,32.0
52526,Mission Viejo,,24.0
52528,Crestline,Light,6.0
52529,Corona,Light,53.0
52533,Long Beach,Circle,91.0
52534,Lake Forest,Light,11.0
52538,Santa Barbara,Light,54.0
52566,Atwater,Cigar,9.0
52570,Sacramento,Formation,175.0
52573,Sacramento,Light,175.0
52585,Ontario,Circle,11.0
52620,Orland,Light,13.0
52626,Ridgecrest,Flash,24.0
52632,Merced,Formation,19.0
52640,Dana Point,Circle,15.0
52667,San Marcos,Light,13.0
52679,Oceanside,Fireball,32.0
52696,Coalinga,Light,9.0
52712,Pearblossom,Light,2.0
52724,San Diego,Light,269.0
52739,Stockton,Rectangle,34.0
52752,Laguna Beach,Light,15.0
52807,San Diego,Other,269.0
52811,Boulder Creek,Circle,5.0
52834,Marina del Rey,Light,7.0
52870,Oakland,Circle,49.0
52878,Murrieta,Sphere,23.0
52884,Lake Port,Other,1.0
52891,Morongo Valley,Light,5.0
52898,San Gabriel Valley,Circle,1.0
52906,Oceanside,Rectangle,32.0
52919,Sacramento,Other,175.0
52930,North Highlands,Cigar,5.0
52932,Santa Barbara,Changing,54.0
52934,Castro Valley,Changing,16.0
52942,Clovis,Triangle,29.0
52954,Eastvale,Circle,9.0
52960,Palmdale,Circle,34.0
52961,Roseville,Rectangle,38.0
52987,Vandenberg Village,Circle,2.0
52995,Orange,Circle,30.0
53043,Fresno,Triangle,96.0
53056,San Diego,Light,269.0
53101,Fontana,Oval,23.0
53102,Encino,Fireball,6.0
53107,Los Angeles,Fireball,249.0
53121,Tustin,Triangle,12.0
53125,Chico,Fireball,28.0
53126,Sonoma,Light,23.0
53143,Carlsbad,Fireball,39.0
53157,Los Banos,Unknown,18.0
53194,Palm Springs,Light,36.0
53210,Indio,Fireball,24.0
53233,Mission Viejo,Other,24.0
53243,Tujunga,Unknown,6.0
53252,Murrieta,Unknown,23.0
53269,Weed,Triangle,4.0
53280,Oakley,Disk,16.0
53307,Atascadero,Light,6.0
53317,Eastvale,Fireball,9.0
53329,Sherman Oaks,Fireball,22.0
53332,Hollister,Formation,22.0
53336,Hollister,Triangle,22.0
53370,San Diego,Unknown,269.0
53381,Rio Del Mar,Triangle,1.0
53417,Sylmar,Fireball,10.0
53458,Boulder Creek,Sphere,5.0
53498,Aptos,Light,6.0
53501,Stockton,Flash,34.0
53517,Moorpark,,6.0
53529,Corte Madera,Disk,6.0
53591,Anaheim,Disk,60.0
53597,Montebello,Sphere,9.0
53602,Newman,Light,1.0
53604,Los Banos,Sphere,18.0
53605,Gustine,Circle,3.0
53606,Gustine,Diamond,3.0
53652,Tehachapi,Sphere,8.0
53653,Tehachapi,Sphere,8.0
53676,San Jose,Fireball,159.0
53680,Fairfield,Other,31.0
53695,Anaheim,Unknown,60.0
53702,Escondido,Light,55.0
53705,Crescent City,Circle,6.0
53711,Mount Shasta,Cigar,8.0
53718,Cerritos,Oval,8.0
53720,Azusa (East Fork),,1.0
53750,Dana Point,Light,15.0
53752,Anaheim,Egg,60.0
53755,Saugus,Fireball,7.0
53784,El Cajon,Sphere,49.0
53792,Mission Viejo,Chevron,24.0
53800,Carlsbad,Triangle,39.0
53812,Santa Barbara,Circle,54.0
53816,Trinidad,Light,5.0
53817,Cathedral City,Light,15.0
53818,Visalia,,35.0
53820,Westwood,Light,4.0
53821,Rough and Ready,,2.0
53823,Red Bluff,Fireball,8.0
53825,Paso Robles,Circle,13.0
53826,Bakersfield,Light,63.0
53827,Huntington Beach,Light,63.0
53829,Visalia,Flash,35.0
53830,Novato,Fireball,11.0
53831,Moreno Valley,Circle,25.0
53832,Clovis,Light,29.0
53833,Riverside,Cylinder,67.0
53843,La Mesa,Flash,19.0
53844,Martinez,Unknown,15.0
53846,San Bernardino,Light,39.0
53853,Reseda,Other,11.0
53855,Altadena,Sphere,3.0
53860,Manteca,Diamond,15.0
53866,Three Rivers,Cigar,3.0
53867,San Diego,Sphere,269.0
53875,Imperial Beach,Other,8.0
53877,Reseda,Changing,11.0
53881,Hollywood (near; in the valley off Hwy. 101),Light,1.0
53883,Big Sur,Disk,6.0
53912,Corona,Other,53.0
53916,Redlands,Cylinder,20.0
53938,Santa Rosa,Light,67.0
53939,Pleasanton,Light,15.0
53941,San Jose,Sphere,159.0
54005,Glendale,Cylinder,25.0
54115,Escalon,Disk,2.0
54125,Brawley,Light,6.0
54136,Los Angeles,Flash,249.0
54148,Oceanside,Circle,32.0
54153,Sacramento,Sphere,175.0
54163,Lancaster,Flash,28.0
54209,San Jose,Oval,159.0
54224,Fresno,Formation,96.0
54244,Apple Valley,Light,16.0
54255,Hollister,Sphere,22.0
54257,Moreno Valley,Light,25.0
54291,Cardiff by the Sea,Other,1.0
54298,La Habra,Circle,9.0
54310,San Diego,Sphere,269.0
54341,Sacramento,Circle,175.0
54358,Antioch,Teardrop,38.0
54359,Chico,Other,28.0
54383,Tarzana,Sphere,6.0
54389,Escondido,Teardrop,55.0
54390,Santee,Fireball,10.0
54399,Pomona,Sphere,27.0
54400,fort  bragg,Light,1.0
54442,San Francisco/Daly City,Sphere,1.0
54449,Fresno County,Other,1.0
54462,San Anselmo,Light,10.0
54475,Thousand Oaks,,22.0
54483,Baldwin Park,Light,8.0
54496,Buena Park,Oval,14.0
54515,Placerville,Sphere,10.0
54521,Daly City,Other,10.0
54524,Salinas,Light,23.0
54527,El Segundo,Unknown,5.0
54556,Cathedral City,Light,15.0
54561,Palm Desert,Light,26.0
54566,Anderson,Oval,12.0
54573,San Jose,Formation,159.0
54583,Culver City,Light,11.0
54621,Los Angeles,Sphere,249.0
54638,San Anselmo,Light,10.0
54645,Santa Barbara,Flash,54.0
54650,Fresno,Teardrop,96.0
54666,Huntington Beach,Circle,63.0
54674,Clovis,Sphere,29.0
54686,Fremont,Sphere,27.0
54699,San Francisco,Triangle,122.0
54705,Susanville,Light,8.0
54708,Madera,Circle,18.0
54709,Temple City/Arcadia,Circle,1.0
54733,Windsor,Light,9.0
54735,West Los Angeles,Triangle,7.0
54741,Oakland,Light,49.0
54749,Hollywood,Light,15.0
54770,San Jose,Teardrop,159.0
54775,Pine Mountain Club,Light,2.0
54779,Woodland Hills/Topaga,Light,1.0
54780,Pomona,Disk,27.0
54796,Fresno,Circle,96.0
54799,Fresno,Oval,96.0
54817,Lancaster,Light,28.0
54818,San Jacinto,Light,15.0
54842,Berry Creek,Triangle,3.0
54843,Long Beach,Changing,91.0
54851,Cathedral City,Circle,15.0
54875,Stanford,Cylinder,2.0
54877,Sacramento,Other,175.0
54878,Sacramento,Other,175.0
54881,Pomona,Circle,27.0
54885,Mariposa,Unknown,5.0
54902,San Jose,Formation,159.0
54906,San Diego,Light,269.0
54918,Los Angeles,Sphere,249.0
54957,Santa Barbara County,Circle,1.0
54958,Oxnard,Sphere,40.0
54959,Lennox,Fireball,1.0
54966,Sonoma,Light,23.0
54970,Santa Barbara,,54.0
54973,Glendale,Teardrop,25.0
54979,Potter Valley,Formation,1.0
54994,San Diego,Other,269.0
54998,Lancaster,Fireball,28.0
55022,Los Angeles,Light,249.0
55027,Rohnert Park,Circle,20.0
55038,Riverside,Triangle,67.0
55039,Santa Maria,Changing,20.0
55043,Hinkley,,1.0
55045,Play Vista/Marina del Rey,Fireball,1.0
55050,Orange,Fireball,30.0
55053,Rancho Santa Margarita,Changing,10.0
55067,Hidden Valley,Fireball,1.0
55069,Roseville,Fireball,38.0
55086,Torrance,Oval,33.0
55101,Salinas,Fireball,23.0
55110,Woodlake,Flash,1.0
55112,Duarte,Sphere,4.0
55119,Rancho Bernardo,Sphere,5.0
55120,Grover Beach,Light,5.0
55124,El Cerrito,Triangle,5.0
55135,Los Alamitos,Unknown,2.0
55161,North Sacramento,Unknown,1.0
55167,Stockton,Disk,34.0
55179,La Puente,Circle,13.0
55185,Oxnard,Light,40.0
55204,Santee,Other,10.0
55209,San Luis Obispo,,14.0
55214,Folsom,Other,17.0
55215,Vallejo,Circle,18.0
55217,San Mateo,Other,11.0
55218,Fairfield,Other,31.0
55234,Menifee,Changing,20.0
55236,Pico Rivera,Triangle,9.0
55238,Norwalk,Sphere,21.0
55275,Anaheim,Oval,60.0
55284,Madera,Oval,18.0
55317,La Quinta,Triangle,6.0
55320,Capitola,Cigar,9.0
55330,Irvine,Sphere,53.0
55350,Needles,Fireball,4.0
55371,Chino Hills,Fireball,9.0
55374,Anderson,Oval,12.0
55388,Rohnert Park,Light,20.0
55391,Tarzana,Oval,6.0
55402,Canyon Lake,Fireball,7.0
55411,Oxnard,Sphere,40.0
55428,Oakland,Oval,49.0
55429,Venice,Chevron,19.0
55433,Simi Valley,Fireball,34.0
55439,San Diego,Teardrop,269.0
55470,Cayucos,Sphere,5.0
55475,Shasta Lake,Fireball,4.0
55491,Temecula,Rectangle,47.0
55496,Rancho Cucamonga,Disk,32.0
55501,Anaheim,Sphere,60.0
55507,Tustin,Formation,12.0
55511,Wilmington,Other,6.0
55514,San Luis Obispo,Fireball,14.0
55532,Culver City,Light,11.0
55543,Menifee,Other,20.0
55544,Bonsall,Cigar,3.0
55564,La Canada,Sphere,2.0
55580,Lancaster,Unknown,28.0
55581,Los Angeles,Fireball,249.0
55583,Cambria,Light,4.0
55584,Palmdale,Disk,34.0
55590,Templeton,Triangle,4.0
55597,Los Angeles (Westlake Village),Unknown,1.0
55601,Fairfield,Other,31.0
55610,Glendora,Fireball,10.0
55614,Hollister,Cigar,22.0
55619,Vista,Light,21.0
55623,Nipomo,Diamond,6.0
55624,Vista,Fireball,21.0
55629,Irvine,Fireball,53.0
55638,North Hollywood,Circle,21.0
55639,Roseville,Fireball,38.0
55641,West Sacramento,Chevron,7.0
55646,Rancho Cordova,Triangle,7.0
55655,Fresno,Fireball,96.0
55657,Rancho Cordova,Triangle,7.0
55663,Fresno,Chevron,96.0
55664,Burbank,Sphere,48.0
55667,San Gabriel,Light,7.0
55671,Tracy,Circle,18.0
55679,Visalia,Formation,35.0
55687,Westminster,Light,15.0
55691,Manteca,Light,15.0
55698,Ventura,Diamond,47.0
55714,Lakeport,Oval,4.0
55735,Vista,Circle,21.0
55767,Rancho Cucamonga,Other,32.0
55788,Orange County (in southern part),Fireball,1.0
55797,Hemet,Other,27.0
55810,El Cajon,Circle,49.0
55817,Palm springs,Diamond,1.0
55818,Lakewood,Changing,15.0
55819,Sherman Oaks,Other,22.0
55820,Redondo Beach,Chevron,25.0
55821,Los Angeles,Unknown,249.0
55822,Riverside,Other,67.0
55823,San Fernando Valley,Circle,7.0
55824,Summerland,Changing,1.0
55825,Anaheim,Chevron,60.0
55829,South Lake Tahoe,,10.0
55837,Los Angeles,Sphere,249.0
55865,National City (Palm Ave.),Triangle,1.0
55866,National City,Triangle,6.0
55869,Yucaipa,Disk,14.0
55875,Mission Viejo,Fireball,24.0
55892,Mission Viejo (headed towards),Circle,1.0
55898,Palmdale,Oval,34.0
55905,Simi Valley,Sphere,34.0
55906,Montclair,Other,5.0
55908,Los Gatos,Oval,5.0
55911,Santa Rosa,Sphere,67.0
55935,Spring Valley,Triangle,13.0
55938,Westchester,Sphere,2.0
55985,Lancaster,Sphere,28.0
55988,Lincoln,Unknown,16.0
55997,Fairfield,Fireball,31.0
56005,Corte Madera,Disk,6.0
56008,Modesto,Light,67.0
56010,Oakland,Fireball,49.0
56020,Pacific Grove,Sphere,7.0
56024,Covina,Light,20.0
56030,Fremont,Light,27.0
56031,Malibu,Rectangle,14.0
56036,Folsom,Unknown,17.0
56056,Lakeport,Fireball,4.0
56063,Fresno,Light,96.0
56092,Los Angeles,Light,249.0
56120,Phelan,Cross,6.0
56130,Los Angeles,Cone,249.0
56142,Santa Rosa,Circle,67.0
56143,Lompoc,Light,7.0
56161,Simi Valley,Sphere,34.0
56170,Yucaipa,Other,14.0
56184,Baldwin Park,Oval,8.0
56225,Costa Mesa,Circle,19.0
56244,Indio,Diamond,24.0
56254,Sacramento,Sphere,175.0
56263,Whittier,Circle,28.0
56289,Newport Beach,Triangle,27.0
56290,Roseville,Light,38.0
56297,Rancho Cucamonga,Fireball,32.0
56300,Anderson,Fireball,12.0
56326,East Los Angeles,,5.0
56366,Diamond Bar,Other,5.0
56372,Seal Beach,Unknown,10.0
56389,Visalia,Circle,35.0
56392,Sonora,Other,11.0
56393,Oakland,Cigar,49.0
56402,Carlsbad,Fireball,39.0
56403,Montara,Diamond,2.0
56404,San Pedro,Other,20.0
56406,Montara,Unknown,2.0
56411,Folsom,Circle,17.0
56412,Buena Park,Unknown,14.0
56414,Watsonville,Triangle,9.0
56420,Arcadia,Other,7.0
56427,Highland,Fireball,8.0
56440,Sherman Oaks,Flash,22.0
56445,Fort Bragg,Fireball,6.0
56446,Fort Bragg,Light,6.0
56455,Torrance,Disk,33.0
56457,San Rafael,Other,24.0
56470,Woodland,Light,12.0
56479,Pacific Grove,Sphere,7.0
56482,Victorville,Light,15.0
56491,Oakland,Oval,49.0
56492,Oakland,Sphere,49.0
56508,San Jose,Circle,159.0
56513,Quincy,Rectangle,7.0
56515,Whittier,Fireball,28.0
56523,Rio Dell,Fireball,2.0
56526,Watsonville,Triangle,9.0
56528,La Puente,Formation,13.0
56532,Redlands,Circle,20.0
56540,Hemet,Flash,27.0
56553,Anaheim,Light,60.0
56555,Rancho Cucamonga,Other,32.0
56560,San Jose,Triangle,159.0
56569,Manhattan Beach,Changing,9.0
56580,Berkeley,Light,23.0
56595,Modesto,Light,67.0
56599,Blocksburg,Other,2.0
56602,Fontana,,23.0
56629,Seal Beach,Chevron,10.0
56631,Benicia,,10.0
56675,Truckee/Cisco Grove,Cylinder,1.0
56676,Mt. Shasta (above),Unknown,1.0
56682,Marina del Rey,Light,7.0
56693,Jackson,Light,3.0
56694,Sacramento,Circle,175.0
56695,Murrietta,Sphere,1.0
56700,Eastvale,Other,9.0
56723,Oroville,Circle,12.0
56726,Santa Clarita,Light,17.0
56748,Fortuna,Circle,5.0
56765,Fresno,Triangle,96.0
56771,Marina del Rey,Light,7.0
56780,Antioch,Circle,38.0
56788,Novato,Sphere,11.0
56791,Cerritos,Light,8.0
56799,Lake Elsinore,Teardrop,23.0
56800,San Diego,Light,269.0
56810,Perris,Other,11.0
56815,Encino,Changing,6.0
56816,Santa Ana,Diamond,35.0
56821,Santa Barbara,Light,54.0
56838,San Jose,Teardrop,159.0
56843,Costa Mesa,Light,19.0
56847,Lynwood,Changing,2.0
56848,Anderson,Light,12.0
56860,Solromar,Other,1.0
56864,San Jose,Fireball,159.0
56865,Encinitas Carlsbad,Triangle,1.0
56866,San Jose,Sphere,159.0
56874,West Covina,Oval,10.0
56894,Chula Vista,Light,26.0
56905,Cottonwood,Fireball,5.0
56918,San Francisco,Circle,122.0
56925,Highland Park,Circle,1.0
56944,Santa Maria,Other,20.0
56948,Valley Springs,Triangle,5.0
56950,Huntington Beach,Changing,63.0
56956,San Jose,Disk,159.0
57002,Ladera Ranch,Fireball,1.0
57009,Sacramento,Other,175.0
57019,Fairfield,Light,31.0
57027,Riverbank,Triangle,7.0
57029,Roseville,Light,38.0
57032,Petaluma,Circle,22.0
57033,Long Beach,Circle,91.0
57041,Merced,Other,19.0
57045,Van Nuys,Light,19.0
57051,Redwood City,Light,12.0
57068,Glendale,Changing,25.0
57082,Chico,Sphere,28.0
57110,Westport,Circle,1.0
57117,Truckee,Light,5.0
57128,Maywood,Disk,6.0
57177,Carlsbad,Circle,39.0
57189,San Jose,Changing,159.0
57190,San Jose,Other,159.0
57191,Burbank,Rectangle,48.0
57224,Desert Hot Springs,Circle,11.0
57225,Madera Ranchos,Cigar,1.0
57226,Los Angeles,Unknown,249.0
57229,Willows,Triangle,3.0
57232,Turlock,Light,21.0
57244,Huntington Beach,Light,63.0
57256,San Francisco,Light,122.0
57262,Temecula,Unknown,47.0
57269,Tehachapi,Teardrop,8.0
57273,Roseville,Fireball,38.0
57277,Somis,Circle,1.0
57287,Lucerne Valley,Unknown,3.0
57311,Benicia,Formation,10.0
57319,San Ramon,Flash,12.0
57320,Loma Linda,Rectangle,3.0
57335,Long Beach,Rectangle,91.0
57344,Vista,Flash,21.0
57361,Madera,Oval,18.0
57363,Martinez,Unknown,15.0
57375,Marina Del Rey,Triangle,7.0
57399,Sacramento,Egg,175.0
57401,Benicia,Other,10.0
57409,Berkeley (above),Formation,2.0
57438,Black Rock Campgroud Joshua tree,Triangle,1.0
57480,Kelseyville,Circle,6.0
57481,Kelseyville,Light,6.0
57501,Anaheim,Light,60.0
57522,Downey,Triangle,14.0
57526,Ocala,Circle,1.0
57566,Corona,Light,53.0
57567,Corona,Sphere,53.0
57571,La Jolla,Circle,15.0
57607,Caribou,Changing,1.0
57638,Sherman Oaks,Circle,22.0
57643,Emeryville,Sphere,5.0
57644,Hayward,Disk,26.0
57656,Fort Bragg,Unknown,6.0
57658,Laguna beach,Oval,1.0
57660,Oxnard,Circle,40.0
57698,Palm Springs,Triangle,36.0
57716,South Los Angeles,Light,1.0
57727,San Diego,Diamond,269.0
57737,Sunnyvale,Unknown,10.0
57740,Santa Rosa,Light,67.0
57746,San Francisco,Circle,122.0
57753,Rancho Mirage,Circle,5.0
57764,Malibu,Cigar,14.0
57767,Salinas,Changing,23.0
57773,Los Banos,Sphere,18.0
57783,Yountville,Light,4.0
57802,Sacramento,Sphere,175.0
57808,Granite Bay,Rectangle,7.0
57833,Orland,Light,13.0
57834,Vacaville,Unknown,24.0
57835,Galt,Fireball,7.0
57865,Geyserville,Circle,2.0
57866,Santa Rosa,Circle,67.0
57869,Big Bear Lake,Sphere,1.0
57871,Rohnert park,Circle,1.0
57909,Glendale,Disk,25.0
57916,West Sonoma County,Oval,1.0
57917,Rohnert Park,Oval,20.0
57933,Visalia,Disk,35.0
57938,Visalia,Disk,35.0
57947,San Rafael,Other,24.0
57954,Antioch,Triangle,38.0
57964,Oxnard,Sphere,40.0
57997,Santa Ana,Formation,35.0
58001,Temecula,Circle,47.0
58023,Reedley,Triangle,1.0
58024,Napa,Circle,27.0
58051,San Fernando Valley,Circle,7.0
58094,Clearlake,Circle,4.0
58113,San Bernardino,Oval,39.0
58119,San Bernardino/Highland,Rectangle,1.0
58120,San Bernardino,Rectangle,39.0
58128,Hesperia,Cigar,13.0
58134,Los Angeles,Light,249.0
58135,Fresno,Light,96.0
58136,Desert Hot Springs,Sphere,11.0
58137,Paramus,Unknown,1.0
58163,Stockton,Light,34.0
58196,Santa Rosa,Circle,67.0
58201,Walnut Creek,Light,9.0
58207,Sunnyvale,Circle,10.0
58245,Del Rosa/San Bernardino,Sphere,1.0
58255,San Fernando Valley,Disk,7.0
58262,Anaheim,Light,60.0
58312,Willemstad,Formation,1.0
58315,Santa Barbara,Circle,54.0
58319,Ventura,Circle,47.0
58327,San Pedro,Unknown,20.0
58333,Shell Beach,Circle,1.0
58357,Moro Bay,Sphere,2.0
58361,Newbury Park,Light,6.0
58362,Long Beach,Circle,91.0
58366,Rialto,Fireball,13.0
58378,Discovery Bay,Diamond,5.0
58379,Fairfield,Circle,31.0
58383,Catalina Island,Other,1.0
58405,Livermore,Cylinder,18.0
58416,Hanford,Rectangle,7.0
58453,Long Beach,Egg,91.0
58454,Long Beach,,91.0
58456,Santa Rosa,Circle,67.0
58472,Los Angeles,Changing,249.0
58473,La Mirada,Fireball,9.0
58505,Windsor,Light,9.0
58515,San Diego,Light,269.0
58532,Bakersfield,Fireball,63.0
58533,Bakersfield,Fireball,63.0
58556,San Jose,Light,159.0
58578,Reno,Formation,1.0
58611,Beaumont,Sphere,5.0
58619,Galt,Light,7.0
58683,Berkeley (above),Formation,2.0
58684,La Canada Flintridge,Light,1.0
58685,Tehachapi,Circle,8.0
58686,Avenal,Light,2.0
58711,Santa Barbara,Triangle,54.0
58731,Cobb,Circle,2.0
58743,Anaheim,Oval,60.0
58746,Santa Rosa,Light,67.0
58798,Stockton,Sphere,34.0
58817,Coalinga,Light,9.0
58823,San Francisco,Cylinder,122.0
58850,Salton City,Circle,1.0
58855,Ramona,Light,7.0
58857,San Bernardino,Other,39.0
58859,Chula Vista,Disk,26.0
58872,Antioch,Fireball,38.0
58898,Whittier,,28.0
58904,Antelope,Flash,10.0
58906,Irvine,Triangle,53.0
58909,Salinas,Light,23.0
58932,Highland,Triangle,8.0
58952,Aptos,Sphere,6.0
58978,Santa Maria,Fireball,20.0
59019,Rocklin,Triangle,13.0
59029,Santa Barbara,Circle,54.0
59053,Palm Springs,Circle,36.0
59055,Chico,Cone,28.0
59057,Rancho Palos Verdes,Triangle,6.0
59061,Bakersfield,Unknown,63.0
59069,Mount Shasta,Circle,8.0
59083,Palmdale,Triangle,34.0
59085,Escondido,Light,55.0
59092,Encinitas,Circle,16.0
59097,Torrance,Triangle,33.0
59099,Lakeport,Circle,4.0
59101,Sacramento,Fireball,175.0
59129,Monterey,Unknown,24.0
59131,Firebaugh/Mercey Hot Springs,Light,1.0
59144,Huntington Beach,,63.0
59162,Westminster,Teardrop,15.0
59163,Anaheim,Fireball,60.0
59192,Long Beach,Unknown,91.0
59194,Sebastopol,Light,11.0
59196,Lake Arrowhead,Unknown,8.0
59200,Lancaster,Circle,28.0
59213,Playa Vista,Flash,1.0
59226,Shafter,Fireball,4.0
59231,Buena Park,Other,14.0
59241,Porterville,Other,20.0
59253,Lancaster,Triangle,28.0
59255,San Bernardino,Fireball,39.0
59257,Anaheim,Other,60.0
59297,East Los Angeles,Triangle,5.0
59392,Whittier,Fireball,28.0
59396,San Mateo,Light,11.0
59412,Mira Loma,Light,4.0
59431,Redlands,Light,20.0
59432,Gilroy,Other,12.0
59436,Merced,Oval,19.0
59445,Carmichael,Disk,12.0
59466,Universal City,Other,2.0
59518,Madera,Triangle,18.0
59533,Long Beach,Oval,91.0
59545,Hemet,Light,27.0
59556,Chino,Changing,16.0
59574,San Diego,Fireball,269.0
59597,Pacifica/Daly City,Other,1.0
59654,Oakley,Fireball,16.0
59664,Pomona,Light,27.0
59666,El Monte,Other,7.0
59672,Culver City,Triangle,11.0
59705,South Gate,Other,12.0
59724,Los Angeles,Light,249.0
59725,Southgate,Cigar,2.0
59727,Oakdale,Disk,7.0
59738,Palm Spings,Other,1.0
59744,Pismo,Fireball,4.0
59749,Salton Sea,Circle,3.0
59773,Hesperia,Oval,13.0
59839,Laguna Beach,Cylinder,15.0
59845,Spring valley,Rectangle,1.0
59855,Manteca,Diamond,15.0
59858,Ventura,Light,47.0
59868,Stockton,Triangle,34.0
59872,Modesto,Light,67.0
59878,Lawndale,Light,4.0
59886,Long Beach,Formation,91.0
59887,Nipomo,Fireball,6.0
59898,Fremont,Light,27.0
59916,Marina del Rey/Playa Vista,Light,1.0
59920,Mt. Laguna,Oval,2.0
59923,Oxnard,Flash,40.0
59945,Goleta (Goleta Beach Park),Light,1.0
59951,East Palo Alto,Formation,1.0
59958,Antioch,Fireball,38.0
59972,Grass Valley,Oval,19.0
59986,Monterey Park,Unknown,4.0
59987,Monterey Park,Other,4.0
60018,Vallejo,Cone,18.0
60025,Chino Hills,Light,9.0
60035,N. Hollywood,Other,3.0
60036,Burbank,Triangle,48.0
60043,Antioch,Light,38.0
60044,Santa Cruz,Fireball,35.0
60058,Fresno (north of; on I-5),Chevron,1.0
60060,South Gate,Fireball,12.0
60062,Hayward,Circle,26.0
60085,Modesto,Diamond,67.0
60107,Buena Park,Light,14.0
60115,San Diego,Oval,269.0
60168,Ventura,Unknown,47.0
60179,Signal hill,Fireball,1.0
60182,Long Beach,Light,91.0
60183,Los Angeles,Light,249.0
60191,Hesperia,Fireball,13.0
60198,Los Angeles,Light,249.0
60206,Oceanside (viewing east county),Changing,1.0
60215,Sacramento,Light,175.0
60216,Warner Springs,Fireball,3.0
60217,Palm Desert,Fireball,26.0
60229,Fontana,Circle,23.0
60234,Garden Grove,Unknown,29.0
60265,Norwalk,Other,21.0
60269,Oceanside,Light,32.0
60271,San Clemente,Formation,24.0
60273,Paradise,Light,6.0
60274,Yucca Valley,Triangle,6.0
60275,Long Beach,Light,91.0
60289,Los Angeles,Light,249.0
60292,San Bernardino,Light,39.0
60293,Paso Robles,Light,13.0
60297,Los Angeles,Teardrop,249.0
60309,Loomis,Triangle,1.0
60316,Campbell,Sphere,16.0
60322,Clovis,Light,29.0
60330,Fontana,Circle,23.0
60333,Southgate,Formation,2.0
60335,Rocklin,Light,13.0
60338,Temecula,Light,47.0
60341,San Clemente,Unknown,24.0
60364,Corte Madera,Sphere,6.0
60369,San Carlos,Light,5.0
60376,Marin County,Cylinder,1.0
60379,San Jose,Light,159.0
60382,Novato,Cigar,11.0
60391,Fairfield,Circle,31.0
60418,Manhattan Beach,,9.0
60442,Carpinteria,Formation,5.0
60459,Roseville,Formation,38.0
60461,Moro Bay,Other,2.0
60474,Roseville,Oval,38.0
60480,Tehachapi,Disk,8.0
60481,San Jose,Changing,159.0
60493,Sherman Oaks,Chevron,22.0
60499,Modesto,Light,67.0
60503,Hayward,Changing,26.0
60510,San Diego,,269.0
60512,Madera,Light,18.0
60518,Loma Linda,Unknown,3.0
60532,Orange,Sphere,30.0
60533,Los Angeles,Circle,249.0
60535,Yucca Valley,Disk,6.0
60538,Sacramento,Circle,175.0
60585,Roseville,Sphere,38.0
60587,Roseville,Oval,38.0
60601,El Soreno,Cigar,1.0
60607,Imperial Beach,Triangle,8.0
60612,Downey,Unknown,14.0
60616,Calabasas,Light,5.0
60618,Los Angeles,Other,249.0
60644,South Gate,Oval,12.0
60708,Antioch,Light,38.0
60711,Santa Maria,Fireball,20.0
60721,San Jose,Chevron,159.0
60729,Woodland,Other,12.0
60741,Oceano,Rectangle,3.0
60742,Cambria,Other,4.0
60752,Red Bluff,Cone,8.0
60774,Anaheim,Light,60.0
60788,Campbell,Fireball,16.0
60810,Trinidad,Other,5.0
60835,Hayward,Formation,26.0
60844,Petaluma,Light,22.0
60859,Los Olivos,Circle,1.0
60882,Salton Sea,Circle,3.0
60888,Malibu,Oval,14.0
60910,San Diego,Oval,269.0
60915,Encinitas,Triangle,16.0
60920,Escondido,Light,55.0
60947,Signal Hill,Triangle,2.0
60970,Lynwood,Oval,2.0
60971,Baldwin Park,Cross,8.0
60980,Sacramento,Sphere,175.0
61000,Diamond Bar,Light,5.0
61007,Santa Rosa,Fireball,67.0
