,City,Shape,Quantidade
61013,San Diego,Other,269.0
61024,Los Angeles,Other,249.0
61031,Modesto,Light,67.0
61035,North Hollywood,Unknown,21.0
61056,Avocado Heights,Sphere,1.0
61057,San Rafael,Sphere,24.0
61058,Yountville,Fireball,4.0
61059,Idyllwild,Fireball,3.0
61060,Seal Beach,Fireball,10.0
61093,Madera,Light,18.0
61096,Sacramento,Flash,175.0
61111,Anaheim,Light,60.0
61119,Sunnyvale,Circle,10.0
61120,Salinas,Fireball,23.0
61121,San Luis Obispo,Oval,14.0
61122,Paso Robles,Light,13.0
61124,Modesto,Circle,67.0
61138,San Dimas,Formation,10.0
61145,Williams,Other,2.0
61176,Venice beach,Circle,1.0
61209,Roseville,Disk,38.0
61212,Bakersfield,Other,63.0
61219,Modesto,Light,67.0
61221,Sacramento,Oval,175.0
61251,Roseville (west of),Unknown,1.0
61277,Santa Ana,Oval,35.0
61285,Long Beach,Flash,91.0
61291,Cypress,Cone,4.0
61292,Clairemont,Sphere,1.0
61295,Orange,Other,30.0
61296,Fall River Mills,Flash,2.0
61298,Mountain View,Light,8.0
61301,Placentia,Diamond,9.0
61307,Organ House,Changing,1.0
61328,Vacaville,Fireball,24.0
61337,Carlsbad,Triangle,39.0
61346,Norwalk,Other,21.0
61352,Morgan Hill,Light,11.0
61363,Oxnard,Fireball,40.0
61369,Lakewood,Fireball,15.0
61375,Lincoln,Light,16.0
61377,Moorpark,Triangle,6.0
61391,Diamond Bar,Changing,5.0
61400,Lakewood,Fireball,15.0
61403,Laytonville,Light,2.0
61410,Santa Rosa,Cross,67.0
61418,Pacoima,Disk,4.0
61426,Martinez,Triangle,15.0
61440,Fresno,Teardrop,96.0
61441,Fresno,Teardrop,96.0
61442,Los Alamos,Fireball,3.0
61444,Near Woody,Circle,1.0
61460,Redlands (heading nw),Unknown,1.0
61490,Escondido,Triangle,55.0
61504,Saratoga,Light,3.0
61521,Armona,Light,2.0
61522,Crescent City,Triangle,6.0
61526,Winchester (French Valley),Light,1.0
61528,San Diego,Circle,269.0
61543,Chula Vista,Triangle,26.0
61544,Copperopolis,Light,1.0
61548,Magalia,Flash,3.0
61573,Barstow,Cigar,10.0
61576,Arroyo Grande,Changing,7.0
61591,Montague,Light,2.0
61595,Torrance,Light,33.0
61599,Sonoma,Other,23.0
61603,Imperial Beach,Fireball,8.0
61634,Loleta,Triangle,2.0
61638,Willits,Fireball,6.0
61661,Sears Point Raceway,Diamond,1.0
61669,Torrance,Other,33.0
61670,Los Angeles,Light,249.0
61682,Fresno,Other,96.0
61687,Orange,Circle,30.0
61712,San Diego,Chevron,269.0
61714,Rohnert Park,Teardrop,20.0
61734,Auburn,Sphere,14.0
61746,Vannuys,Egg,1.0
61748,sacramento,Chevron,1.0
61752,Rosemead,Light,4.0
61811,San Diego,Egg,269.0
61821,Tustin,,12.0
61823,Oakley,Other,16.0
61842,Ocean Beach,Rectangle,4.0
61853,Sacramento,Oval,175.0
61855,Ripon,Flash,3.0
61868,Bakersfield,Circle,63.0
61889,Rosamond,Unknown,13.0
61891,Covina,Circle,20.0
61913,Willows,Fireball,3.0
61918,Anaheim,Fireball,60.0
61945,Riverside,Cross,67.0
61948,Daly City,Fireball,10.0
61950,San Anselmo,Fireball,10.0
61964,Los Angeles,Light,249.0
61965,Santa Barbara,Light,54.0
61966,San Luis Obispo,Unknown,14.0
61969,San Diego,Chevron,269.0
61970,Ventura,Cigar,47.0
62026,Monrovia,Unknown,8.0
62031,Porterville,Unknown,20.0
62040,Huntington Beach,Light,63.0
62061,Los Angeles,Changing,249.0
62065,Fresno,Disk,96.0
62076,Santa Rosa,Circle,67.0
62091,Escondido,Light,55.0
62093,Escondido,Fireball,55.0
62100,Santa Cruz,Other,35.0
62101,All over,Light,1.0
62107,Campbell,Circle,16.0
62110,Murrieta,Light,23.0
62111,El Cajon,Chevron,49.0
62112,Yosemite,Other,2.0
62114,Cotati,Light,2.0
62116,Carlsbad,Circle,39.0
62117,Camarillo,Light,10.0
62118,Granite Bay,Light,7.0
62119,Newhall,Light,5.0
62120,Corona,Light,53.0
62122,Bay Area,Fireball,1.0
62123,Fallbrook,Other,11.0
62124,Placerville,Other,10.0
62125,Buellton,Fireball,3.0
62126,Palmdale,Other,34.0
62127,Sacramento,Triangle,175.0
62128,Menifee,Circle,20.0
62130,La Quinta,Light,6.0
62131,Turlock,Light,21.0
62132,Mira Mesa,Light,2.0
62133,La Jolla,Changing,15.0
62135,Palm Springs,Unknown,36.0
62136,Visalia,Light,35.0
62137,Long Beach/Los Angles,Unknown,1.0
62138,Litchfield,Other,1.0
62139,29 Palms,Egg,2.0
62140,Oceanside,Triangle,32.0
62141,Oceanside,Circle,32.0
62142,Folsom,Light,17.0
62143,San Pablo,Other,5.0
62144,Modesto,Teardrop,67.0
62145,La Jolla,Light,15.0
62146,Marina del Rey,Light,7.0
62147,Valley Village,Unknown,5.0
62148,Santa Cruz,Unknown,35.0
62150,Apple Valley,Unknown,16.0
62151,San Diego,Fireball,269.0
62152,Long Beach,Circle,91.0
62153,Lemoore,Unknown,6.0
62154,Chula Vista,,26.0
62155,Huntington Beach,Circle,63.0
62156,Santa Monica,Light,22.0
62157,Knights Landing,Sphere,1.0
62158,Moreno Valley,Other,25.0
62159,Elk Grove,Sphere,33.0
62161,San Diego,Oval,269.0
62162,South Gate,Light,12.0
62163,Oxnard,Light,40.0
62164,Poway,Sphere,6.0
62165,Fremont,Changing,27.0
62166,Marina del Rey,,7.0
62167,San Jacinto,,15.0
62168,Temecula,Light,47.0
62169,San Diego,Diamond,269.0
62170,North Hollywood,Circle,21.0
62171,Laguna Beach,Changing,15.0
62172,Huntington Beach,Light,63.0
62173,Napa,Changing,27.0
62174,Oakland,,49.0
62176,Indio,Light,24.0
62177,Gilroy,Light,12.0
62178,Sylmar,Light,10.0
62179,Danville,Cone,5.0
62180,Los Angeles,Fireball,249.0
62182,San Bernardino,Circle,39.0
62183,Canoga Park,Other,12.0
62184,Benicia,Cigar,10.0
62185,Walnut Creek,Circle,9.0
62186,San Jose,Light,159.0
62187,San Diego (Mission Valley),Circle,1.0
62188,Ozena,Fireball,1.0
62190,Oxnard,Sphere,40.0
62191,Lomira,Light,1.0
62192,Rohnert Park,Cone,20.0
62193,Newberry Springs,Light,2.0
62194,Thousand Oaks,Changing,22.0
62195,Redlands,Light,20.0
62196,San Juan Capistrano,Oval,8.0
62197,San Jose,,159.0
62198,Palm Springs,Circle,36.0
62199,San Jose,Light,159.0
62200,Petaluma,Cone,22.0
62201,San Ysidro,Light,3.0
62202,Carlsbad,Circle,39.0
62203,Poway,Circle,6.0
62204,San Jose,Other,159.0
62205,Sherman Oaks,Sphere,22.0
62206,Fresno,Light,96.0
62207,Santee,Light,10.0
62208,Paso Robles,Unknown,13.0
62209,La Quinta,Light,6.0
62210,Stockton,Other,34.0
62211,Paso Robles,Cigar,13.0
62212,,Unknown,
62213,Fairfield,Light,31.0
62214,Encinitas,Light,16.0
62215,Tracy,Light,18.0
62216,Los Angeles,Light,249.0
62217,Palmdale,Light,34.0
62218,Redding,Cone,45.0
62219,Oakland,Fireball,49.0
62220,Ramona,Light,7.0
62221,Antioch,Unknown,38.0
62222,Carmel Valley,Triangle,4.0
62223,Ridgecrest,Unknown,24.0
62224,Laguna Niguel,Cylinder,17.0
62225,Riverside,Light,67.0
62226,Wilows,Unknown,1.0
62227,Covina,Circle,20.0
62228,Encintas,Cone,1.0
62229,Del Mar,Other,5.0
62230,Palo Alto,Light,11.0
62231,Napa,Unknown,27.0
62232,Escondido,Fireball,55.0
62233,Los Banos,Cigar,18.0
62234,Frazier Park,Changing,3.0
62235,Riverside,Light,67.0
62236,Escondido,Changing,55.0
62237,Isla Vista,Circle,3.0
62238,Escondido,Sphere,55.0
62239,San Diego,Light,269.0
62240,Buellton (near),Other,1.0
62241,San Diego/Mira Mesa,Light,1.0
62242,Oceanside,Fireball,32.0
62243,San Jose,Light,159.0
62244,Fountain Valley,Circle,10.0
62246,Barstow,Cylinder,10.0
62247,Corona,Circle,53.0
62248,Alameda,Light,11.0
62249,Paramount,Unknown,8.0
62250,San Luis Obispo,Circle,14.0
62251,Templeton,Light,4.0
62252,Palmdale,Circle,34.0
62254,Rancho Cordova,Light,7.0
62255,Moorpark,Light,6.0
62256,Santa Barbara,Unknown,54.0
62257,Rialto,Sphere,13.0
62258,Cotati,Light,2.0
62259,Riverside,Sphere,67.0
62260,Riverbank,Light,7.0
62261,Sylmar,Changing,10.0
62262,Pasadena,Light,24.0
62263,Oxnard,Light,40.0
62264,Anaheim,Light,60.0
62265,Pasadena,Light,24.0
62266,Carson,Circle,6.0
62267,Cardiff by The Sea,Other,1.0
62268,La Jolla,Fireball,15.0
62269,Turlock,Light,21.0
62270,Santa Barbara,Sphere,54.0
62271,Santa Rosa,Other,67.0
62272,Moreno Valley,Light,25.0
62274,South Pasadena,Disk,2.0
62275,Patterson,Circle,9.0
62276,Apple Valley,Diamond,16.0
62277,Oroville,Chevron,12.0
62278,Pacifica,Triangle,8.0
62279,San Diego,Light,269.0
62280,Tustin (viewed from),Circle,1.0
62281,Indio,Light,24.0
62282,Soledad,Unknown,2.0
62283,Boyle Heights,Unknown,1.0
62284,Anaheim,Circle,60.0
62285,Aliso Viejo,Circle,11.0
62286,Covina,Unknown,20.0
62287,Downey,Unknown,14.0
62288,San Diego,Light,269.0
62289,Palmdale,Unknown,34.0
62290,Canyon Lake,Light,7.0
62291,Nuevo,Unknown,1.0
62292,Needles,Circle,4.0
62293,Pollock Pines,Light,6.0
62294,Seal Beach,Flash,10.0
62295,Rio Vista,Fireball,2.0
62296,Rancho Cucamonga,Light,32.0
62297,Carpinteria,Light,5.0
62298,Rialto,Light,13.0
62300,Morgan Hill,Unknown,11.0
62301,Orange,Unknown,30.0
62302,Palm Desert,Fireball,26.0
62303,East Hemet,Oval,1.0
62304,Santa Ana,Other,35.0
62305,Filmore,Circle,1.0
62306,Chino,Light,16.0
62307,La Jolla,Light,15.0
62308,Fairfield,Changing,31.0
62309,Grand Terrace,Cigar,3.0
62310,Indio,Cylinder,24.0
62311,Hemet,Fireball,27.0
62314,Castro Valley,Oval,16.0
62315,Bakersfield,Unknown,63.0
62333,Rancho Cucamonga,Light,32.0
62337,Rancho Cucamonga,Triangle,32.0
62338,Rancho Cucamonga,Changing,32.0
62339,Upland,Unknown,17.0
62340,Upland,Diamond,17.0
62341,Fremont,Cigar,27.0
62354,La Crescenta,Circle,5.0
62355,San Diego,Chevron,269.0
62357,Menifeeca,Light,1.0
62361,Atwater,Light,9.0
62362,Healdsburg,Light,7.0
62372,San Rafael,Sphere,24.0
62375,Lakewood,Light,15.0
62378,Covina,Light,20.0
62388,Berkeley,Light,23.0
62390,Marysville,,9.0
62391,San Rafael,Changing,24.0
62437,Corona,Flash,53.0
62440,San Diego,Oval,269.0
62496,Sacramento,Diamond,175.0
62502,Menifee,Fireball,20.0
62512,San Ysidro,Circle,3.0
62527,Santa Maria,Circle,20.0
62531,Tehachapi,Unknown,8.0
62536,Walnut Creek,Fireball,9.0
62540,Sacramento,Other,175.0
62541,Glendale (La Crecenta,Triangle,1.0
62550,Riverside,Light,67.0
62558,DeLuz/Temecula,Cylinder,1.0
62599,Oceanside,Light,32.0
62601,Los Angeles,Sphere,249.0
62607,Concord,Fireball,14.0
62613,Toluca Lake,Rectangle,2.0
62617,Modesto,Circle,67.0
62625,Goleta,Fireball,16.0
62626,Menifee,Fireball,20.0
62627,Bakersfield,Fireball,63.0
62628,Palm Springs,Fireball,36.0
62629,Susanville,Sphere,8.0
62631,Huntington Beach,Fireball,63.0
62632,Moorpark,Light,6.0
62633,Sky Valley,Cigar,1.0
62635,Desert Hot Springs,Cylinder,11.0
62636,Lafayette,Unknown,5.0
62637,Sonoma,Cone,23.0
62639,Vacaville,Changing,24.0
62642,Napa,Fireball,27.0
62652,Fairfield,Circle,31.0
62653,Costa Mesa,Oval,19.0
62688,Sonoma,Sphere,23.0
62698,Ventura,Light,47.0
62699,Petaluma,Light,22.0
62723,San Pedro,Disk,20.0
62726,San Diego,Unknown,269.0
62727,Otay Mesa,Oval,1.0
62735,San Leandro,Triangle,14.0
62737,San Jose,Unknown,159.0
62751,Antioch,Fireball,38.0
62775,Sacramento,Circle,175.0
62776,Palm Desert,Oval,26.0
62778,Aliso Viejo,Circle,11.0
62782,Costa Mesa,Unknown,19.0
62785,Sacramento,Fireball,175.0
62810,East Los Angeles (Boyle Heights),Flash,1.0
62816,Lucerne Valley,Fireball,3.0
62818,Rosemead,Unknown,4.0
62846,Tracy,Changing,18.0
62860,Seal Beach,Fireball,10.0
62924,Montague,Light,2.0
62960,Cerritos,Fireball,8.0
62963,Burbank,Circle,48.0
62974,Indio,Diamond,24.0
63007,Rohnert Park,Circle,20.0
63022,San Diego,Sphere,269.0
63026,Lake Elsinore,Unknown,23.0
63039,Ridgecrest,Sphere,24.0
63041,Azusa,Triangle,11.0
63043,Long Beach,Circle,91.0
63047,Concord,Sphere,14.0
63055,Pasadena,Cylinder,24.0
63063,Burbank,Sphere,48.0
63064,Maywood,Cylinder,6.0
63065,Clayton,Circle,3.0
63070,Santa Maria,Oval,20.0
63093,Bakersfield,Fireball,63.0
63107,San Francisco,Triangle,122.0
63116,Sacramento,Circle,175.0
63134,Desert Center,Sphere,7.0
63146,Bakersfield,Unknown,63.0
63149,Santa Clarita,Circle,17.0
63151,North Hollywood,Circle,21.0
63156,Sutherlin,Fireball,1.0
63159,Mecca,Other,2.0
63191,Kingsburg,Triangle,2.0
63204,Corona del Mar,Light,6.0
63212,Susanville,Light,8.0
63251,San Diego,Light,269.0
63261,San Diego,Triangle,269.0
63264,Orangevale,Other,9.0
63265,Citrus Heights,Unknown,17.0
63283,Chula Vista,Fireball,26.0
63284,Santee,Fireball,10.0
63310,Imperial Beach,Fireball,8.0
63316,Aptos,Triangle,6.0
63329,Sacramento,Fireball,175.0
63333,Sacramento,Fireball,175.0
63349,Elk Grove,Light,33.0
63368,Edwards,Chevron,2.0
63370,Mojave,Circle,9.0
63372,Ridgecrest,Cigar,24.0
63386,Chula Vista,Unknown,26.0
63395,Rubidoux,Light,2.0
63430,Lompoc,Light,7.0
63435,Rancho Bernardo,Formation,5.0
63443,Riverside,Light,67.0
63450,Livermore,Cone,18.0
63464,Tracy,Light,18.0
63467,Bakersfield,Light,63.0
63469,San Rafael,Light,24.0
63476,San Luis Obispo,Fireball,14.0
63502,Santa Rosa,Light,67.0
63519,Foresthill,Cone,3.0
63558,Newport Beach,Formation,27.0
63560,Santa Rosa,Other,67.0
63565,Santa Fe (on ranch),Light,1.0
63566,Ran home Santa Fe,Light,1.0
63567,Indio,Circle,24.0
63570,Hayward,Triangle,26.0
63572,Lakewood,Unknown,15.0
63575,South Gate,Sphere,12.0
63576,Newhall,Rectangle,5.0
63585,Port Hueneme,Triangle,5.0
63588,Carpenteria,Sphere,1.0
63617,Anaheim,Other,60.0
63618,Laguna Beach,Fireball,15.0
63619,Tustin,Light,12.0
63620,Costa Mesa,Fireball,19.0
63621,Ramona,Light,7.0
63622,Palm Desert,Fireball,26.0
63623,San Diego,Other,269.0
63624,Victorville,Fireball,15.0
63625,San Diego,Light,269.0
63626,South Gate,Light,12.0
63627,Cerritos,Teardrop,8.0
63628,Temecula,Triangle,47.0
63629,Santa Clarita,Fireball,17.0
63630,Lompoc,Cylinder,7.0
63631,Oxnard,Light,40.0
63632,Whittier,Fireball,28.0
63634,Burbank,Fireball,48.0
63636,Salinas,Light,23.0
63648,Garden Grove,Changing,29.0
63649,Riverbank,Cross,7.0
63653,San Ramon,Teardrop,12.0
63654,Arcata,Unknown,13.0
63658,Geyserville,Circle,2.0
63665,Kingsburg,Light,2.0
63672,Perris,Triangle,11.0
63688,Santa Cruz,Triangle,35.0
63691,Hermosa Beach,Light,7.0
63697,Antelope,Triangle,10.0
63706,Temecula,Triangle,47.0
63713,Petaluma,Circle,22.0
63725,Costa Mesa,Circle,19.0
63750,Woodland Hills,Circle,15.0
63751,Los Angeles (Venice Beach),Teardrop,1.0
63754,Fresno,Other,96.0
63758,Salinas,Unknown,23.0
63774,Granite Bay,Other,7.0
63775,Sebastopol,Light,11.0
63776,Los Angeles,Circle,249.0
63791,Shasta Lake,Fireball,4.0
63795,San Diego,Cylinder,269.0
63804,Sacramento,Sphere,175.0
63807,Maywood,Circle,6.0
63814,Morro Bay,Unknown,3.0
63818,Crestline,Disk,6.0
63841,Paradise,Flash,6.0
63846,Santa Maria,Disk,20.0
63847,Bakersfield,Fireball,63.0
63850,Los Angeles,Sphere,249.0
63857,Riverside,Light,67.0
63867,North Hollywood,Light,21.0
63870,Sacramento,Egg,175.0
63872,Reseda,Triangle,11.0
63879,Mojave,Other,9.0
63931,Santa Cruz,Fireball,35.0
63935,Sacramento,Other,175.0
63941,Castro Valley,Triangle,16.0
63959,Newport Beach,Disk,27.0
63962,Castro Valley,Triangle,16.0
63964,Blocksburg,,2.0
63965,Chula Vista,Fireball,26.0
63966,San Ysidro (Baja??),Oval,1.0
63972,Pine Grove,Sphere,1.0
63981,Turlock,Light,21.0
63989,Mount Shasta,Cigar,8.0
63998,Barstow,Other,10.0
64001,Benicia,Other,10.0
64011,Hesperia,Light,13.0
64019,Huntington Beach,Flash,63.0
64091,Castaic,Formation,2.0
64105,Roseville,Unknown,38.0
64116,Riverside,Fireball,67.0
64120,Goleta,,16.0
64136,Escondido,Light,55.0
64152,Huntington Beach,Circle,63.0
64161,Vallejo,Fireball,18.0
64188,Montclair,Light,5.0
64196,Indio,Changing,24.0
64199,Fresno,Light,96.0
64211,Newport Beach,Fireball,27.0
64213,San Diego,Light,269.0
64221,Castiac,Teardrop,2.0
64222,Santa Cruz,Egg,35.0
64229,Galt,Unknown,7.0
64250,Barstow,Circle,10.0
64251,Reseda,Fireball,11.0
64253,Costa Mesa,Fireball,19.0
64255,San Diego,Triangle,269.0
64260,Barstow (I-15 Fwy),Circle,1.0
64291,Sacramento,Changing,175.0
64297,Maywood,Circle,6.0
64309,Whittier,Fireball,28.0
64322,El Segundo,Other,5.0
64328,Van Nuys,Oval,19.0
64334,Palmdale,Light,34.0
64353,Napa,Triangle,27.0
64357,Palos Verdes Estates,Diamond,3.0
64360,Marysville,Disk,9.0
64379,Rosamond,Light,13.0
64382,Sacramento,Circle,175.0
64398,Goleta,Cross,16.0
64449,Van Nuys,Fireball,19.0
64471,Lakeside,Sphere,17.0
64477,Redlands,Unknown,20.0
64489,Brawley,Unknown,6.0
64502,Bass Lake,Fireball,1.0
64506,Bartow,Other,1.0
64547,Long Beach,,91.0
64552,Folsom,Light,17.0
64553,Riverside,Light,67.0
64556,Tracy,Light,18.0
64566,San Diego,Formation,269.0
64587,Bakersfield,Fireball,63.0
64590,San Francisco,,122.0
64593,San Jose,Light,159.0
64669,Sacramento,Light,175.0
64674,Gerber,Chevron,1.0
64677,Modesto,Disk,67.0
64682,San Francisco,Cigar,122.0
64684,Los Angeles (Del Mar Beach),Unknown,1.0
64691,Barstow,Flash,10.0
64701,Carlsbad,Cigar,39.0
64730,San Diego,Formation,269.0
64739,Claremont,Sphere,10.0
64740,Joshua Tree National Park,Sphere,3.0
64767,Dos Palos,Light,1.0
64775,Pollock Pines,Oval,6.0
64779,San Jose,Diamond,159.0
64805,Manteca,Changing,15.0
64818,Baldwin park,Flash,1.0
64848,Torrance,Sphere,33.0
64856,soledad,Light,1.0
64867,Willows,Light,3.0
64882,Torrance,Other,33.0
64898,Long Beach,Fireball,91.0
64943,Clovis,Light,29.0
64945,Willits,Disk,6.0
64948,Manhattan Beach,Disk,9.0
64984,Santa Clarita,Light,17.0
64988,Placerville,Fireball,10.0
64989,Rancho Cucamonga,Unknown,32.0
64990,Pacifica,Circle,8.0
64992,Pacifica,Circle,8.0
64996,Woodland Hills,Light,15.0
65009,Long Beach,Sphere,91.0
65024,Turlock,Light,21.0
65036,Palomar Mountain,Light,2.0
65041,Garden Grove,Disk,29.0
65073,Rosamond,Formation,13.0
65087,East Oroville,Rectangle,1.0
65091,Oxnard,Sphere,40.0
65133,San Ramon,Circle,12.0
65146,Buena Park,Egg,14.0
65158,Garden Grove,Unknown,29.0
65166,Temecula,Oval,47.0
65209,Tarzana,Oval,6.0
65236,Palo Alto,Fireball,11.0
65239,Redondo Beach,Light,25.0
65241,Santa Fe Springs,Light,4.0
65250,Laguna Beach,Unknown,15.0
65255,La Puente,Oval,13.0
65259,Laguna Niguel,Fireball,17.0
65260,Sonoma,Changing,23.0
65267,North Hollywood,Diamond,21.0
65274,Chino,Light,16.0
65289,Agoura Hills,Oval,5.0
65306,Anaheim,Light,60.0
65307,Palm Springs,Triangle,36.0
65309,Indio,Sphere,24.0
65310,Buena Park,Egg,14.0
65312,South Lake Tahoe,Other,10.0
65314,Ridgecrest,Oval,24.0
65318,Long Beach,Fireball,91.0
65333,Pleasanton,Teardrop,15.0
65347,Valley Village,Other,5.0
65349,Santa Clarita,Formation,17.0
65350,Joshua Tree,Oval,9.0
65352,Joshua Tree,Unknown,9.0
65366,Fair Oaks,Circle,8.0
65367,Lancaster,Disk,28.0
65379,Orange,Light,30.0
65380,San Francisco,Rectangle,122.0
65385,Norwalk,Unknown,21.0
65391,Joshua Tree-Twenty Nine Palms,Oval,1.0
65412,Amsterdam,Egg,1.0
65417,Elk Grove,Other,33.0
65418,San Jose,Cylinder,159.0
65454,Norwalk,Fireball,21.0
65468,Riverside,Light,67.0
65474,Galt,Circle,7.0
65491,Aliso Viejo,Triangle,11.0
65511,Sherman Oaks,Fireball,22.0
65526,Lincoln,Circle,16.0
65528,Santa Clarita,Fireball,17.0
65529,Palmdale,Fireball,34.0
65530,Modesto,Light,67.0
65531,Ukiah,Circle,14.0
65532,La Mesa,Light,19.0
65533,Mojave,Fireball,9.0
65534,Beaumont,Other,5.0
65535,Ventura,Light,47.0
65536,Tracy,Fireball,18.0
65538,Santa Ana,Circle,35.0
65539,Huntington Beach,Other,63.0
65541,Lake Hughes,Fireball,1.0
65542,Stockton,Fireball,34.0
65543,Modesto,Cone,67.0
65544,San Jose,Fireball,159.0
65545,Phelan,Fireball,6.0
65546,Ventura,Fireball,47.0
65547,Truckee,Fireball,5.0
65550,San Jose,,159.0
65551,Tracy,Fireball,18.0
65552,Bakersfield,Fireball,63.0
65555,Anza,Other,1.0
65556,Stockton,Fireball,34.0
65557,Livermore,Fireball,18.0
65558,Mariposa County,Sphere,1.0
65559,Waterford,Fireball,1.0
65560,Costa Mesa,Fireball,19.0
65561,Victorville,Fireball,15.0
65562,Dublin,Fireball,9.0
65563,Huntington Beach,Unknown,63.0
65564,Sacramento,Fireball,175.0
65566,Frazier Park,Fireball,3.0
65567,Oxnard,Teardrop,40.0
65569,French Camp,Fireball,1.0
65570,Corona/Lake Mathews,Fireball,1.0
65571,Los Angeles,Fireball,249.0
65572,Chico,Other,28.0
65573,Oakdale,Rectangle,7.0
65574,San Diego,Light,269.0
65576,Sacramento,Light,175.0
65577,Boonville,Fireball,2.0
65578,California City,Chevron,2.0
65580,Alpaugh,Changing,1.0
65582,Rohnert Park,Fireball,20.0
65583,San Mateo,Fireball,11.0
65584,Fresno,Rectangle,96.0
65586,Fresno,Fireball,96.0
65591,Willits,Other,6.0
65617,Half Moon Bay,Circle,6.0
65624,Auburn,Triangle,14.0
65640,Hollister,Fireball,22.0
65643,Antelope,Flash,10.0
65645,Vacaville,Teardrop,24.0
65659,Vacaville,Circle,24.0
65665,Granada Hills,Formation,3.0
65667,Rocklin,Fireball,13.0
65671,"La Quinta, Indian Wells, Palm Desert",Light,1.0
65672,Palm Desert/La Quinta,Circle,1.0
65673,Palm Desert,Light,26.0
65674,Palm Desert,Light,26.0
65687,Madera,Triangle,18.0
65719,Oceano,Disk,3.0
65720,Culver City,Fireball,11.0
65758,Anaheim (NE  of),Fireball,1.0
65812,San Diego,Sphere,269.0
65813,Tulare,Cigar,5.0
65814,San diego,Triangle,1.0
65817,Colfax,Light,1.0
65849,Murrieta,,23.0
65854,Oakland,,49.0
65874,Los Banos,Unknown,18.0
65875,Van Nuys,Light,19.0
65893,Lakeside,Circle,17.0
65931,Laguna Hills,Circle,14.0
65941,Alameda,Unknown,11.0
65942,Lincoln and Roseville,Circle,1.0
65950,Redlands,Light,20.0
65998,Santa Barbara,Light,54.0
66003,Hawthorne,Rectangle,5.0
66005,Elk Grove,Circle,33.0
66016,San Gabriel,Changing,7.0
66022,Channel Islands Point Magu,Circle,1.0
66062,Riverside,Unknown,67.0
66085,Kings Canyon National Parks,Flash,1.0
66086,Lafayette,Light,5.0
66100,Lodi,Diamond,15.0
66102,Mount Laguna,Cigar,1.0
66103,Upland,,17.0
66115,Escondido,Unknown,55.0
66125,Corte Madera,Circle,6.0
66128,Pomona,Sphere,27.0
66137,Menifee,Other,20.0
66148,Dana Point,Light,15.0
66179,Santa Rosa,Light,67.0
66180,Petaluma,Circle,22.0
66181,Santa Rosa,Oval,67.0
66184,Sylmar,Other,10.0
66198,Hollister,Light,22.0
66211,Visalia,Unknown,35.0
66216,Pacific Palisades,Oval,4.0
66237,Murrieta,Rectangle,23.0
66239,Walnut Creek (area off I-680),Formation,1.0
66265,Avalon,Other,3.0
66274,Santa Ana,Disk,35.0
66276,Perris,Fireball,11.0
66277,Perris,Unknown,11.0
66301,San Diego (North County),Circle,1.0
66312,Oceanside,Cigar,32.0
66313,Los Angeles,Disk,249.0
66315,Essex,Oval,1.0
66322,Grass Valley,Light,19.0
66328,Tustin,Rectangle,12.0
66331,Sun City,Light,3.0
66332,East Los Angeles,Oval,5.0
66349,Long Beach,Light,91.0
66350,Los Angeles,Fireball,249.0
66360,Los Angeles,Light,249.0
66391,San Diego,Fireball,269.0
66393,Laguna Beach,Fireball,15.0
66399,Marina Del Rey,Light,7.0
66404,Wheatland,Circle,1.0
66440,Ridgecrest,Cylinder,24.0
66449,Fairfield,Chevron,31.0
66451,Riverside,Sphere,67.0
66453,Riverside,Other,67.0
66479,Carmichael,Chevron,12.0
66485,South Gate,Fireball,12.0
66508,Antioch,Triangle,38.0
66516,Citrus Heights,Light,17.0
66527,Menifee,Circle,20.0
66531,Citrus Heights,Unknown,17.0
66542,Castro Valley,Light,16.0
66556,Anderson,Other,12.0
66569,Antioch,Light,38.0
66574,Los Banos,Triangle,18.0
66596,Glendale,Triangle,25.0
66633,Costa Mesa,Oval,19.0
66657,Pittsburg,Circle,12.0
66663,Chico,Circle,28.0
66677,Blythe,Disk,6.0
66692,Oxnard,Unknown,40.0
66693,Eastvale,Light,9.0
66702,Fresno,Light,96.0
66705,Idyllwild,Circle,3.0
66711,Delano,Other,3.0
66731,El Monte,Circle,7.0
